license_number,ubi,trade_name,licensee_name,address,suite,city,state,county,zip,privilege,status,phone,is_se
413801,6033517090010002,GREEN STOP,,7466 MT BAKER HWY,,MAPLE FALLS,WA,WHATCOM,982660000,CANNABIS RETAILER,CLOSED (PERMANENT),3603937702,
413801,6034756110010001,GREEN STOP CANNABIS,,7466 MT BAKER HWY,,MAPLE FALLS,WA,WHATCOM,982660000,CANNABIS RETAILER,CLOSED (PERMANENT),3607468734,
413801,6048883500010002,GREEN STOP MT. BAKER,,7466 MT BAKER HWY,,DEMING,WA,WHATCOM,982449557,CANNABIS RETAILER,EXPIRED,3607468734,
413390,6033451150010004,GREEN THEORY,,2000 124TH AVE NE STE B106,,BELLEVUE,WA,KING,980052117,CANNABIS RETAILER,CLOSED (PERMANENT),2063999999,
414417,6021359030010002,GREEN THEORY,,10697 MAIN ST STE B,,BELLEVUE,WA,KING,980040000,CANNABIS RETAILER,CLOSED (PERMANENT),4255027033,
414417,6034112390010001,GREEN THEORY,,10697 MAIN ST STE B,,BELLEVUE,WA,KING,980040000,CANNABIS RETAILER,CLOSED (PERMANENT),4254661108,
421777,6033451150010007,GREEN THEORY,,12827 SE 40TH PL,,BELLEVUE,WA,KING,980061232,CANNABIS RETAILER,CLOSED (PERMANENT),4254552319,
425068,6034112390010005,GREEN THEORY,,1940 124TH AVE NE STE A-101,,BELLEVUE,WA,KING,980052130,CANNABIS RETAILER,CLOSED (PERMANENT),4252562662,
425068,6043045450010002,GREEN THEORY,,1940 124TH AVE NE STE A-101,,BELLEVUE,WA,KING,98005,CANNABIS RETAILER,ACTIVE (ISSUED),4255027033,
421777,6034112390010006,GREEN THEORY FACTORIA,,12827 SE 40TH PL,,BELLEVUE,WA,KING,980061232,CANNABIS RETAILER,CLOSED (PERMANENT),4252562662,
421777,6043045450010003,GREEN THEORY FACTORIA,,12827 SE 40TH PL,,BELLEVUE,WA,KING,98006,CANNABIS RETAILER,ACTIVE (ISSUED),4255027033,
081400,6015022330010010,GREEN TIKI CANNABIS,,8202 NE STATE HIGHWAY 104,STE 101,KINGSTON,WA,KITSAP,983460000,CANNABIS RETAILER,CLOSED (PERMANENT),3607106475,
081400,6040966540010001,GREEN TIKI CANNABIS,,8208 NE STATE HIGHWAY 104,STE 101,KINGSTON,WA,KITSAP,98346,CANNABIS RETAILER,EXPIRED,3607101577,
414931,6040951930010002,GREEN TIKI CANNABIS,,8002 NE HIGHWAY 99 STE B,,VANCOUVER,WA,CLARK,986658875,CANNABIS RETAILER,CLOSED (PERMANENT),3607101577,
415310,6015022330010006,GREEN TIKI CANNABIS,,26099 UNITED RD NE,,KINGSTON,WA,KITSAP,983460000,CANNABIS RETAILER,CLOSED (PERMANENT),3607106475,
421650,6035600890010003,GREEN TOKEN CANNABIS,,7215 212TH ST SW,,EDMONDS,WA,SNOHOMISH,980267735,CANNABIS RETAILER,CLOSED (PERMANENT),2532267186,
421759,6035600890010002,GREEN TOKEN CANNABIS,,430 CARPENTER RD SE,,LACEY,WA,THURSTON,985037930,CANNABIS RETAILER,CLOSED (PERMANENT),2532287644,
420785,6042192770010001,GREEN TOKEN TACOMA CANNABIS,,5917 N 26TH ST STE A,,TACOMA,WA,PIERCE,984072359,CANNABIS RETAILER,CLOSED (PERMANENT),2532675428,
420793,6035496880010001,GREEN ZAP,,11064 LAKE CITY WAY NE STE 6,,SEATTLE,WA,KING,981256730,CANNABIS RETAILER,CLOSED (PERMANENT),2069223911,
410273,6033031360010002,GREEN2GO,,214307 E SR 397,,KENNEWICK,WA,BENTON,99337,CANNABIS RETAILER,ACTIVE (ISSUED),2065517084,
422572,6033031360010003,GREEN2GO,,214610 E SR 397,,KENNEWICK,WA,BENTON,993377199,CANNABIS RETAILER,CLOSED (PERMANENT),5095917100,
422782,6033031360010007,GREEN2GO PASCO,,RETAIL TITLE CERTIFICATE,,PASCO,WA,FRANKLIN,993010000,CANNABIS RETAILER,CLOSED (PERMANENT),5095917100,
422782,6033031360010007,GREEN2GO PASCO,,RETAIL TITLE CERTIFICATE,,PASCO,WA,FRANKLIN,993010000,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,5095917100,
435251,6033031360010010,GREEN2GO PASCO,,5804 RD 90 STE J,,PASCO,WA,FRANKLIN,993018551,CANNABIS RETAILER,CLOSED (PERMANENT),5099873339,
437561,6033031360010011,GREEN2GO PASCO,,5804 ROAD 90 STE G,,PASCO,WA,FRANKLIN,99301,CANNABIS RETAILER,ACTIVE (ISSUED),2065517084,
422655,6033031360010004,GREEN2GO TOKIO,,2008 N DURRY RD UNIT 2,,SPRAGUE,WA,LINCOLN,99032,CANNABIS RETAILER,CLOSED (PERMANENT),2065517084,
421789,6035719210010001,GREENER DAZE CANNABIS,,945 WASHINGTON WAY STE 121,,LONGVIEW,WA,COWLITZ,98632,CANNABIS RETAILER,ACTIVE (ISSUED),3606063260,
414356,6033513920010001,GREENFIELD COMPANY CANNABIS MERCANTILE,,728 6TH ST,,CLARKSTON,WA,ASOTIN,99403,CANNABIS RETAILER,ACTIVE (ISSUED),2069621025,
420898,6032194300010001,GREENHAND,,2424 N MONROE STREET,,SPOKANE,WA,SPOKANE,99205,CANNABIS RETAILER,ACTIVE (ISSUED),2067357072,
422103,6032194300010002,GREENHAND,,1640 NE GOLDIE ST    STE B,STE B,OAK HARBOR,WA,ISLAND,982774835,CANNABIS RETAILER,CLOSED (PERMANENT),2067997643,
424257,6031183740010003,GREENHAND,,10611 CANYON RD E,,PUYALLUP,WA,PIERCE,983734256,CANNABIS RETAILER,CLOSED (PERMANENT),2537405648,
422913,6036043990010001,GREENHOUSE CANNABIS,,3818 OLD HIGHWAY 99 S RD,,MOUNT VERNON,WA,SKAGIT,982739018,CANNABIS RETAILER,CLOSED (PERMANENT),2533598978,
415112,6033593200010002,GREENLIGHT,,10309 E TRENT AVE,SMP - 2,MILLWOOD,WA,SPOKANE,99206,CANNABIS RETAILER,ACTIVE (ISSUED),5094752821,
414767,6013587260010004,GREENS ON GOLD,,1039 S GOLD ST,,CENTRALIA,WA,LEWIS,98531,CANNABIS RETAILER,ACTIVE (ISSUED),3607480807,
414295,6033489910010001,GREENSIDE,,23407 PACIFIC HWY S,,DES MOINES,WA,KING,98198,CANNABIS RETAILER,ACTIVE (ISSUED),2067907036,
414296,6033491480010001,GREENSIDE,,10600 MAIN ST,,BELLEVUE,WA,KING,980045922,CANNABIS RETAILER,CLOSED (PERMANENT),2069724990,
413372,6030884050010007,GREENSIDE RECREATIONAL,,9724 AURORA AVE N,,SEATTLE,WA,KING,981033223,CANNABIS RETAILER,CLOSED (PERMANENT),2067907036,
413372,6033489910010002,GREENSIDE RECREATIONAL,,9724 AURORA AVE N,,SEATTLE,WA,KING,981033223,CANNABIS RETAILER,CLOSED (PERMANENT),2068786470,
414298,6030884050010002,GREENSIDE RECREATIONAL,,9804 LAKE CITY WAY NE STE A,,SEATTLE,WA,KING,981250000,CANNABIS RETAILER,CLOSED (PERMANENT),2063803129,
436502,6033489910010003,GREENSIDE RECREATIONAL,,523 QUEEN ANNE AVE N,,SEATTLE,WA,KING,98109,CANNABIS RETAILER,ACTIVE (ISSUED),2067907036,
420400,6033360940010003,GREENVIEW CANNABIS,,530 7TH AVE STE D,,LONGVIEW,WA,COWLITZ,98632,CANNABIS RETAILER,ACTIVE (ISSUED),3607891364,
413541,6033535550010001,GREENWAY MARIJUANA,,4851 GEIGER RD SE,,PORT ORCHARD,WA,KITSAP,98366,CANNABIS RETAILER,ACTIVE (ISSUED),3604436988,
413428,6019957890010004,GREENWORKS N.W.,,315 N 105TH ST,,SEATTLE,WA,KING,981338705,CANNABIS RETAILER,ACTIVE (ISSUED),2064925132,
421846,6033572520010005,GRINGO CALIENTE,,RETAIL TITLE CERTIFICATE,,RICHLAND,WA,BENTON,993520000,CANNABIS RETAILER,CLOSED (PERMANENT),2067907229,
421846,6033572520010005,GRINGO CALIENTE,,RETAIL TITLE CERTIFICATE,,RICHLAND,WA,BENTON,993520000,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2067907229,
421846,6033572520010005,GRINGO CALIENTE LLC,,6319 NE BOTHELL WAY STE B,,KENMORE,WA,KING,980288940,CANNABIS RETAILER,CLOSED (PERMANENT),2067907229,
421846,6033572520010005,GRINGO CALIENTE LLC,,6319 NE BOTHELL WAY STE B,,KENMORE,WA,KING,980288940,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2067907229,
415124,6033596440010002,GROWERS OUTLET,,613 MONTANA AVE STE 2,,SOUTH BEND,WA,PACIFIC,98586,CANNABIS RETAILER,ACTIVE (ISSUED),3604515888,
413504,6033498370010001,GSP,,15941 MERIDIAN E,,PUYALLUP,WA,PIERCE,983759503,CANNABIS RETAILER,CLOSED (PERMANENT),2539732476,
421491,6032945690010002,GYPSY GREEN,,234 DIVISION ST NW STE B,,OLYMPIA,WA,THURSTON,98502,CANNABIS RETAILER,ACTIVE (ISSUED),5055507710,
421900,6032945690010003,GYPSY GREEN,,1570 N NATIONAL AVE STE 105,,CHEHALIS,WA,LEWIS,98532,CANNABIS RETAILER,ACTIVE (ISSUED),5055507710,
415238,6035813490010005,HANGAR 420,,15919 HWY 99,,LYNNWOOD,WA,SNOHOMISH,98087,CANNABIS RETAILER,ACTIVE (ISSUED),4259492983,
422461,6035813490010006,HANGAR 420,,14221 LAKE RD,,LYNNWOOD,WA,SNOHOMISH,980871710,CANNABIS RETAILER,ACTIVE (ISSUED),4259492983,
421667,6035813490010007,HANGAR 420 CLEARVIEW,,18026 STATE ROUTE 9 SE,,SNOHOMISH,WA,SNOHOMISH,98296,CANNABIS RETAILER,ACTIVE (ISSUED),4259492983,
421873,6035813490010004,HANGAR 420 SNOHOMISH,,9929 AIRPORT WAY UNIT 1,,SNOHOMISH,WA,SNOHOMISH,98296,CANNABIS RETAILER,ACTIVE (ISSUED),4259492983,
354876,6024872940010003,HAPPY TIME,,1315 N 1ST ST,,YAKIMA,WA,YAKIMA,989011801,CANNABIS RETAILER,CLOSED (PERMANENT),5094802097,
354876,6035158110010002,HAPPY TIME,,1315 N 1ST ST,,YAKIMA,WA,YAKIMA,98901,CANNABIS RETAILER,ACTIVE (ISSUED),5094802097,
414777,6024872940010002,HAPPY TIME,,1301 N 2ND ST,,YAKIMA,WA,YAKIMA,989011801,CANNABIS RETAILER,CLOSED (PERMANENT),5094802097,
422781,6046581730010001,HAPPY TIME LLC 2,,200 SUZANNE LANE STE D,,MOUNT VERNON,WA,SKAGIT,98273,CANNABIS RETAILER,ACTIVE (ISSUED),5094802097,
422138,6046580800010001,HAPPY TIME LLC 3,,5602 STATE ROUTE 270 STE B,,PULLMAN,WA,WHITMAN,99163,CANNABIS RETAILER,ACTIVE (ISSUED),5094802097,
422328,6033520160010005,HAPPY TREE,,RETAIL TITLE CERTIFICATE,,KENNEWICK,WA,BENTON,993362677,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2532662135,
424273,6033520160010003,HAPPY TREES,,407 E 1ST ST,,CLE ELUM,WA,KITTITAS,98922,CANNABIS RETAILER,ACTIVE (ISSUED),2532262135,
422057,6035813490010002,HASH WAY RECREATIONAL,,17410 ASH WAY SUITE 4,,LYNNWOOD,WA,SNOHOMISH,980377907,CANNABIS RETAILER,CLOSED (PERMANENT),5097270110,
415098,6035649850010002,HASHTAG CANNABIS,,10 SE EVERETT MALL WAY STE C&D,,EVERETT,WA,SNOHOMISH,98208,CANNABIS RETAILER,ACTIVE (ISSUED),4255418880,
430254,6035650700010003,HASHTAG CANNABIS,,7829 LEARY WAY NE,,REDMOND,WA,KING,98052,CANNABIS RETAILER,ACTIVE (ISSUED),2066508928,
415333,6031909830010002,HAVE A HEART,,12833 MARTIN LUTHER KING JR WA,,SEATTLE,WA,KING,981783513,CANNABIS RETAILER,ACTIVE (ISSUED),2062618206,
423379,6033536370010004,HAVE A HEART,,115 BLANCHARD ST,,SEATTLE,WA,KING,98121,CANNABIS RETAILER,ACTIVE (ISSUED),5202508988,
423536,6033603630010004,HAVE A HEART,,22624 MERIDIAN AVE S STE B,,BOTHELL,WA,SNOHOMISH,980218358,CANNABIS RETAILER,ACTIVE (ISSUED),2062618206,
421409,6031064400010002,HAVE A HEART CC,,300 NW 85TH ST STE A,,SEATTLE,WA,KING,98117,CANNABIS RETAILER,ACTIVE (ISSUED),2062574500,
413702,6029455360010002,HEALTHY LIVING CENTER,,2118 JAMES ST,,BELLINGHAM,WA,WHATCOM,982254140,CANNABIS RETAILER,CLOSED (PERMANENT),3607783904,
402039,6032851830010001,HERB'S HOUSE,,716 NW 65TH ST,,SEATTLE,WA,KING,98117,CANNABIS RETAILER,ACTIVE (ISSUED),2065577388,
421918,6033185960010008,HERBAL ACCESS RETAIL,,8962 BEAVER VALLEY RD,,CHIMACUM,WA,JEFFERSON,983250000,CANNABIS RETAILER,CLOSED (PERMANENT),2068543538,
411970,6024843170010004,HERBAL E SCENTS,,120 CANNING DRIVE NORTHEAST,,COLVILLE,WA,STEVENS,99114,CANNABIS RETAILER,ACTIVE (ISSUED),5096844420,
414902,6024843170010002,HERBAL E SCENTS,,545 C HWY 395 S,,COLVILLE,WA,STEVENS,991140000,CANNABIS RETAILER,CLOSED (PERMANENT),5096756901,
419759,6024843170010003,HERBAL E SCENTS,,1040 NORTH HIGHWAY,,COLVILLE,WA,STEVENS,991142032,CANNABIS RETAILER,CLOSED (PERMANENT),5096842316,
423775,6035830060010002,HERBAL HEALING,,3062 SW HWY 16 STE A,,BREMERTON,WA,KITSAP,983120000,CANNABIS RETAILER,CLOSED (PERMANENT),2064278666,
413702,6029455360010002,HERBAL LEGENDS,,2118 JAMES ST,,BELLINGHAM,WA,WHATCOM,982254140,CANNABIS RETAILER,CLOSED (PERMANENT),3605941738,
420477,6029455360010003,HERBAL LEGENDS CANNABIS,,7217 212TH ST SW,,EDMONDS,WA,SNOHOMISH,980267735,CANNABIS RETAILER,CLOSED (PERMANENT),3605941738,
422978,6029455360010004,HERBAL LEGENDS CANNABIS,,2714 HENSON RD STE B,,MOUNT VERNON,WA,SKAGIT,982730000,CANNABIS RETAILER,CLOSED (PERMANENT),3605941738,
413683,6033575780010001,HERBAL NATION,,19302 BOTHELL EVERETT HWY,,BOTHELL,WA,SNOHOMISH,980127113,CANNABIS RETAILER,CLOSED (PERMANENT),4254861111,
413683,6034896600010001,HERBAL NATION,,19302 BOTHELL EVERETT HWY,,BOTHELL,WA,SNOHOMISH,98012,CANNABIS RETAILER,ACTIVE (ISSUED),4254861111,
420291,6034437290010003,HERBAN LEGENDS,,55 BELL ST STE 100,,SEATTLE,WA,KING,981211762,CANNABIS RETAILER,CLOSED (PERMANENT),2068495596,
420302,6034437290010002,HERBAN LEGENDS,,2700 4TH AVE S C1,,SEATTLE,WA,KING,981341942,CANNABIS RETAILER,CLOSED (PERMANENT),3604738393,
427457,6035830060010005,HERBAN MARKET,,3965 BETHEL RD SE STE 3,,PORT ORCHARD,WA,KITSAP,98366,CANNABIS RETAILER,ACTIVE (ISSUED),3608133644,
413570,6033547460010001,HERBN ELEMENTS,,11013 LAKE CITY WAY NE,,SEATTLE,WA,KING,981250000,CANNABIS RETAILER,CLOSED (PERMANENT),2065358769,
413570,6043033030010001,HERBN ELEMENTS,,11013 LAKE CITY WAY NE,,SEATTLE,WA,KING,981250000,CANNABIS RETAILER,CLOSED (PERMANENT),4029269892,
422431,6035926990010001,HIDDEN JOINT,,6620 N MARKET ST STE 100,,SPOKANE,WA,SPOKANE,992177809,CANNABIS RETAILER,CLOSED (PERMANENT),5099901089,
421726,6031533890010003,HIGH 502,,RETAIL TITLE CERTIFICATE,,TOLEDO,WA,LEWIS,985910000,CANNABIS RETAILER,CLOSED (PERMANENT),2532731260,
421726,6031533890010003,HIGH 502,,RETAIL TITLE CERTIFICATE,,TOLEDO,WA,LEWIS,985910000,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2532731260,
421726,6034477130010005,HIGH 502,,RETAIL TITLE CERTIFICATE,,TOLEDO,WA,LEWIS,985910000,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2532731260,
413550,6033503770010001,HIGH END MARKET PLACE,,1906 BROADWAY,,VANCOUVER,WA,CLARK,986633325,CANNABIS RETAILER,CLOSED (PERMANENT),3606953612,
429699,6033503770010004,HIGH END MARKET PLACE,,1924 BROADWAY ST STE A,,VANCOUVER,WA,CLARK,98663,CANNABIS RETAILER,ACTIVE (ISSUED),3606953612,
413805,6035915930010001,HIGH LIFE CANNABIS,,3948 3RD AVE UNIT 1,,LOON LAKE,WA,STEVENS,981489683,CANNABIS RETAILER,CLOSED (PERMANENT),4171202040,
430097,6024843170010008,HIGH LIFE CANNABIS,,5978 HIGHWAY 291 UNIT 6,,NINE MILE FALLS,WA,STEVENS,99026,CANNABIS RETAILER,ACTIVE (ISSUED),5096844420,
422431,6043982010010001,HIGH MOMENTS,,6620 N MARKET ST STE 100,,SPOKANE,WA,SPOKANE,992177809,CANNABIS RETAILER,CLOSED (PERMANENT),3605611664,
415238,6033534320010002,HIGH ON 99,,15919 HWY 99,,LYNNWOOD,WA,SNOHOMISH,980871427,CANNABIS RETAILER,CLOSED (PERMANENT),4254123705,
413533,6033531970010001,HIGH SOCIETY,,735 S. BURLINGTON BLVD,,BURLINGTON,WA,SKAGIT,982332219,CANNABIS RETAILER,CLOSED (PERMANENT),3606610168,
413534,6033531970010002,HIGH SOCIETY,,8630 S MARCH POINT RD,,ANACORTES,WA,SKAGIT,982213412,CANNABIS RETAILER,CLOSED (PERMANENT),3606610168,
414430,6033510330010002,HIGH SOCIETY,,1824 BROADWAY,,EVERETT,WA,SNOHOMISH,98201,CANNABIS RETAILER,ACTIVE (ISSUED),2063071651,
414539,6030380180010003,HIGH SOCIETY,,5309 GUIDE MERIDIAN RD SUITE A,,BELLINGHAM,WA,WHATCOM,982260000,CANNABIS RETAILER,CLOSED (PERMANENT),3603063257,
414539,6034026890010001,HIGH SOCIETY,,5309 GUIDE MERIDIAN RD SUITE A,,BELLINGHAM,WA,WHATCOM,982260000,CANNABIS RETAILER,CLOSED (PERMANENT),3603063257,
421737,6033531970010005,HIGH SOCIETY,,1625 CENTER ST STE A,,TACOMA,WA,PIERCE,984097920,CANNABIS RETAILER,CLOSED (PERMANENT),3606610168,
423977,6033531970010008,HIGH SOCIETY,,3906 S 12TH ST,,TACOMA,WA,PIERCE,984051507,CANNABIS RETAILER,CLOSED (PERMANENT),3606610168,
413534,6046001880010001,HIGH SOCIETY ANACORTES,,8630 S MARCH POINT RD,,ANACORTES,WA,SKAGIT,98221,CANNABIS RETAILER,ACTIVE (ISSUED),3602992211,
414539,6046122220010001,HIGH SOCIETY BELLINGHAM,,5309 GUIDE MERIDIAN RD SUITE A,,BELLINGHAM,WA,WHATCOM,982260000,CANNABIS RETAILER,CLOSED (PERMANENT),3603063257,
413533,6041319920010001,HIGH SOCIETY BURLINGTON,,735 S. BURLINGTON BLVD,,BURLINGTON,WA,SKAGIT,98233,CANNABIS RETAILER,ACTIVE (ISSUED),3606610168,
423977,6041326560010001,HIGH SOCIETY TACOMA,,3906 S 12TH ST,,TACOMA,WA,PIERCE,984051507,CANNABIS RETAILER,CLOSED (PERMANENT),2533023121,
421702,6034040170010002,HIGH-5 CANNABIS,,6511 NE 137TH AVE,,VANCOUVER,WA,CLARK,98682,CANNABIS RETAILER,ACTIVE (ISSUED),3605714568,
427533,6034040170010003,HIGH-5 CANNABIS,,25 NE 2ND ST STE B,,STEVENSON,WA,SKAMANIA,98648,CANNABIS RETAILER,ACTIVE (ISSUED),3605714568,
423000,6033437360010006,HIGHER LEAF MARIJUANA BELLEVUE,,3079 156TH AVE SE,,BELLEVUE,WA,KING,98007,CANNABIS RETAILER,ACTIVE (ISSUED),4257475967,
414240,6034142130010001,HIGHER LEAF MARIJUANA BOUTIQUE,,12525 WILLOWS RD NE STE 60,,KIRKLAND,WA,KING,980347205,CANNABIS RETAILER,CLOSED (PERMANENT),4258205967,
422218,6034142130010002,HIGHER LEAF MARIJUANA BOUTIQUE,,12525 WILLOWS RD NE STE 10,SMP - 2,KIRKLAND,WA,KING,98034,CANNABIS RETAILER,ACTIVE (ISSUED),4258205967,
414889,6033581540010003,HIGHWAY 7,,7046 PACIFIC AVE,,TACOMA,WA,PIERCE,984087219,CANNABIS RETAILER,CLOSED (PERMANENT),2536917293,
414889,6042736840010001,HIGHWAY 7,,7046 PACIFIC AVE,,TACOMA,WA,PIERCE,984087219,CANNABIS RETAILER,CLOSED (PERMANENT),2539051055,
421350,6035602530010001,HOMEGROWN NORTHWEST,,2724 3RD AVE S,,SEATTLE,WA,KING,981341909,CANNABIS RETAILER,CLOSED (PERMANENT),2062255555,
429000,6035602530010003,HOMEGROWN NORTHWEST,,3230 1ST AVE S,,SEATTLE,WA,KING,981341818,CANNABIS RETAILER,CLOSED (PERMANENT),2062255555,
434402,6035188950010007,HOUSE OF CANNABIS - TACOMA,,764 S 56TH ST,,TACOMA,WA,PIERCE,98408,CANNABIS RETAILER,ACTIVE (ISSUED),2532413261,
422454,6035188950010004,HOUSE OF CANNABIS - TONASKET,,309 4TH ST W STE A,,TONASKET,WA,OKANOGAN,98855,CANNABIS RETAILER,ACTIVE (ISSUED),2532413261,
400085,6035188950010006,HOUSE OF CANNABIS - TWISP,,1017 E METHOW VALLEY HWY,,TWISP,WA,OKANOGAN,98856,CANNABIS RETAILER,ACTIVE (ISSUED),2532413261,
422457,6053304590010001,HOUSE OF CANNABIS - WHIDBEY,,25171 SR 525 #2,#2,GREENBANK,WA,ISLAND,98253,CANNABIS RETAILER,ACTIVE (ISSUED),2532413261,
413427,6027629820010002,HWY 420,,11493 CLEAR CREEK RD,,SILVERDALE,WA,KITSAP,98383,CANNABIS RETAILER,ACTIVE (ISSUED),3604408671,
413843,6034060990010001,HWY 420,,1110 CHARLESTON BEACH RD W,,BREMERTON,WA,KITSAP,983124504,CANNABIS RETAILER,CLOSED (PERMANENT),3609323182,
437434,6034060990010002,HWY 420,,19740 VIKING AVE NW,SMP - 2,POULSBO,WA,KITSAP,98370,CANNABIS RETAILER,ACTIVE (ISSUED),3609323182,
414051,6033066060010003,HYPEHERBALLY,,1120 112TH ST SW,,EVERETT,WA,SNOHOMISH,982044863,CANNABIS RETAILER,CLOSED (PERMANENT),4255829385,
425498,6033066060010006,HYPEHERBALLY,,14702 HIGHWAY 99,,LYNNWOOD,WA,SNOHOMISH,980875522,CANNABIS RETAILER,CLOSED (PERMANENT),4255829385,
425498,6043710730010001,HYPEHERBALLY,,14702 HIGHWAY 99,,LYNNWOOD,WA,SNOHOMISH,98087,CANNABIS RETAILER,ACTIVE (ISSUED),4255829385,
414750,6033505020010001,III KING COMPANY,,12925 MARTIN LUTHER KINGJR WAY,,SEATTLE,WA,KING,98178,CANNABIS RETAILER,ACTIVE (ISSUED),2064911397,
421114,6035523050010002,ISAACCOOPERRETAIL,,2840 MIKAYLA LN,,WENATCHEE,WA,CHELAN,988025873,CANNABIS RETAILER,CLOSED (PERMANENT),5092644707,
421114,6035523050010002,ISAACCOOPERRETAIL,,2840 MIKAYLA LN,,WENATCHEE,WA,CHELAN,988025873,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,5092644707,
413727,6033504390010001,ISLAND HERB,,5565 VANBARR PLACE UNIT F,,FREELAND,WA,ISLAND,98249,CANNABIS RETAILER,ACTIVE (ISSUED),3603310140,
414867,6033564790010001,ISSAQUAH CANNABIS COMPANY,,230 NE JUNIPER ST STE#201,STE#201,ISSAQUAH,WA,KING,98027,CANNABIS RETAILER,ACTIVE (ISSUED),2063355857,
423203,6035809000010002,IT IS LIT,,1611 S SMITTYS BLVD,STE B,RITZVILLE,WA,ADAMS,99169,CANNABIS RETAILER,ACTIVE (ISSUED),5096600497,
425584,6056359510010001,JAB HEIGHTS PULLMAN,,1212 N GRAND AVE,,PULLMAN,WA,WHITMAN,99163,CANNABIS RETAILER,ACTIVE (ISSUED),2066788443,
422992,6056336540010001,JAB MOMENTS SPOKANE,,6620 N MARKET ST STE 101,,SPOKANE,WA,SPOKANE,99217,CANNABIS RETAILER,ACTIVE (ISSUED),2066788443,
413302,6020498450010003,JACOB JAMES SATTLEEN,,412 N RIVER RD,,USK,WA,PEND OREILLE,991800000,CANNABIS RETAILER,CLOSED (PERMANENT),5094471032,
422725,6036027560010001,JD'S PROCUREMENT,,RETAIL TITLE CERTIFICATE,,MOSSYROCK,WA,LEWIS,985640000,CANNABIS RETAILER,CLOSED (PERMANENT),3607987194,
422725,6036027560010001,JD'S PROCUREMENT,,RETAIL TITLE CERTIFICATE,,MOSSYROCK,WA,LEWIS,985640000,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,3607987194,
414886,6033581440010002,JDT VENTURES,,RETAIL TITLE CERTIFICATE,,RIDGEFIELD,WA,CLARK,986423354,CANNABIS RETAILER,CLOSED (PERMANENT),3608922878,
414886,6033581440010002,JDT VENTURES,,RETAIL TITLE CERTIFICATE,,RIDGEFIELD,WA,CLARK,986423354,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,3608922878,
414753,6044313900010003,JET CANNABIS,,13224 HIGHWAY 99,,EVERETT,WA,SNOHOMISH,98204,CANNABIS RETAILER,ACTIVE (ISSUED),4252334844,
420894,6044313900010001,JET CANNABIS,,11325 HIGHWAY 99,,EVERETT,WA,SNOHOMISH,982044816,CANNABIS RETAILER,CLOSED (PERMANENT),4253326436,
445927,6060093880010001,JPC HOLDINGS,,946 WASHINGTON WAY STE 100,,LONGVIEW,WA,COWLITZ,98632,CANNABIS RETAILER,ACTIVE (ISSUED),3602864423,
415053,6033581190010001,JST INTERNATIONAL,,RETAIL TITLE CERTIFICATE,,FEDERAL WAY,WA,KING,980030000,CANNABIS RETAILER,CLOSED (PERMANENT),2533328800,
415053,6033581190010001,JST INTERNATIONAL,,RETAIL TITLE CERTIFICATE,,FEDERAL WAY,WA,KING,980030000,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2533328800,
422328,6048348470010001,JUJU HOLDINGS,,RETAIL TITLE CERTIFICATE,,KENNEWICK,WA,BENTON,993362677,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2063340676,
421826,6035615620010001,KAHD HOLDING,,18850 103RD AVE SW UNIT 105,,VASHON,WA,KING,980705250,CANNABIS RETAILER,CLOSED (PERMANENT),2068985900,
437823,6035615620010006,KAHD HOLDING,,5301 SOUTHCENTER BLVD STE B,,TUKWILA,WA,KING,981882429,CANNABIS RETAILER,ACTIVE (ISSUED),2067691282,
414345,6046242090010001,KALEAFA,,401 SOUTH BOONE,,ABERDEEN,WA,GRAYS HARBOR,98520,CANNABIS RETAILER,ACTIVE (ISSUED),3122033450,
417643,6033220580010002,KALEAFA,,33858 SR 20 STE 102,,OAK HARBOR,WA,ISLAND,98277,CANNABIS RETAILER,ACTIVE (ISSUED),3122033450,
422251,6035861690010001,KALEAFA,,22834 PACIFIC HWY S,,DES MOINES,WA,KING,981987262,CANNABIS RETAILER,CLOSED (PERMANENT),3602861348,
429441,6035861690010005,KALEAFA,,25745 PACIFIC HWY S,,DES MOINES,WA,KING,98198,CANNABIS RETAILER,ACTIVE (ISSUED),2064600503,
421168,6035537530010001,KARMA CANNABIS,,131 RIVER RD   STE A,,SEQUIM,WA,CLALLAM,983829804,CANNABIS RETAILER,ACTIVE (ISSUED),3604606641,
431706,6036041950010004,KELSO MARIJUANA STORE,,508 ALLEN ST UNIT A,,KELSO,WA,COWLITZ,986264106,CANNABIS RETAILER,CLOSED (PERMANENT),3604258134,
